trip_id,start_node,start_state,start_district,destination_node,destination_state,destination_district,trip_type,cargo_type,vehicle_type,departure_time
T01618,N0014,Arunachal Pradesh,Longding,N0045,Manipur,Senapati,Inter-state,Medicine,Truck,2026-07-10T11:30:00Z
T01619,N0010,Arunachal Pradesh,East Kameng,N0021,Assam,Golaghat,Inter-state,Agricultural Produce,Heavy Truck,2026-02-04T12:15:00Z
T01620,N0101,Sikkim,Namchi,N0104,Sikkim,Mangan,Within-state,Medicine,Medium Goods Vehicle,2026-12-28T02:45:00Z
T01621,N0023,Assam,Kamrup Metropolitan,N0009,Arunachal Pradesh,Namsai,Inter-state,Medicine,Heavy Truck,2026-12-06T15:30:00Z
T01622,N0097,Sikkim,Mangan,N0090,Nagaland,Chumoukedima,Inter-state,Agricultural Produce,Heavy Truck,2026-06-07T01:30:00Z
T01623,N0120,Tripura,Sepahijala,N0090,Nagaland,Chumoukedima,Inter-state,Construction Material,Heavy Truck,2026-09-23T20:30:00Z
T01624,N0010,Arunachal Pradesh,East Kameng,N0007,Arunachal Pradesh,West Kameng,Within-state,Medicine,Medium Goods Vehicle,2026-07-02T13:30:00Z
T01625,N0032,Manipur,Ukhrul,N0075,Mizoram,Serchhip,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-07-14T14:00:00Z
T01626,N0111,Tripura,Dhalai,N0014,Arunachal Pradesh,Longding,Inter-state,Essential Goods,Heavy Truck,2026-10-16T21:45:00Z
T01627,N0067,Mizoram,Hnahthial,N0056,Meghalaya,East Garo Hills,Inter-state,Construction Material,Heavy Truck,2026-10-27T13:15:00Z
T01628,N0094,Sikkim,Gangtok,N0024,Assam,Nagaon,Inter-state,Food Supplies,Truck,2026-10-07T13:30:00Z
T01629,N0072,Mizoram,Mamit,N0039,Manipur,Thoubal,Inter-state,Food Supplies,Truck,2026-02-17T13:00:00Z
T01630,N0028,Assam,Lakhimpur,N0054,Meghalaya,Ri-Bhoi,Inter-state,Essential Goods,Medium Goods Vehicle,2026-05-07T12:15:00Z
T01631,N0043,Manipur,Noney,N0019,Assam,Dhemaji,Inter-state,Construction Material,Heavy Truck,2026-02-27T18:15:00Z
T01632,N0075,Mizoram,Serchhip,N0095,Sikkim,Gyalshing,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-04-15T14:30:00Z
T01633,N0101,Sikkim,Namchi,N0001,Arunachal Pradesh,Tawang,Inter-state,Agricultural Produce,Heavy Truck,2026-01-24T06:00:00Z
T01634,N0100,Sikkim,Gyalshing,N0115,Tripura,West Tripura,Inter-state,Food Supplies,Medium Goods Vehicle,2026-01-25T03:15:00Z
T01635,N0006,Arunachal Pradesh,East Kameng,N0117,Tripura,Dhalai,Inter-state,Food Supplies,Truck,2026-04-15T23:00:00Z
T01636,N0020,Assam,Dhubri,N0078,Nagaland,Niuland,Inter-state,Agricultural Produce,Truck,2026-09-19T20:45:00Z
T01637,N0120,Tripura,Sepahijala,N0102,Sikkim,Gyalshing,Inter-state,Medicine,Heavy Truck,2026-12-08T03:00:00Z
T01638,N0039,Manipur,Thoubal,N0032,Manipur,Ukhrul,Within-state,Medicine,Heavy Truck,2026-06-09T11:00:00Z
T01639,N0023,Assam,Kamrup Metropolitan,N0044,Manipur,Ukhrul,Inter-state,Medicine,Truck,2026-03-05T10:45:00Z
T01640,N0019,Assam,Dhemaji,N0062,Mizoram,Hnahthial,Inter-state,Construction Material,Truck,2026-06-06T23:15:00Z
T01641,N0106,Tripura,West Tripura,N0047,Meghalaya,Eastern West Khasi Hills,Inter-state,Construction Material,Medium Goods Vehicle,2026-05-02T22:45:00Z
T01642,N0092,Sikkim,Namchi,N0102,Sikkim,Gyalshing,Within-state,Essential Goods,Heavy Truck,2026-11-05T18:00:00Z
T01643,N0079,Nagaland,Peren,N0077,Nagaland,Zunheboto,Within-state,Food Supplies,Heavy Truck,2026-10-23T15:45:00Z
T01644,N0063,Mizoram,Serchhip,N0098,Sikkim,Namchi,Inter-state,Food Supplies,Heavy Truck,2026-07-15T20:45:00Z
T01645,N0033,Manipur,Jiribam,N0026,Assam,Kamrup,Inter-state,Construction Material,Truck,2026-08-19T05:15:00Z
T01646,N0107,Tripura,West Tripura,N0114,Tripura,Sepahijala,Within-state,Medicine,Truck,2026-11-01T09:00:00Z
T01647,N0052,Meghalaya,East Garo Hills,N0028,Assam,Lakhimpur,Inter-state,Medicine,Medium Goods Vehicle,2026-06-15T21:15:00Z
T01648,N0011,Arunachal Pradesh,Namsai,N0088,Nagaland,Longleng,Inter-state,Construction Material,Medium Goods Vehicle,2026-11-12T14:15:00Z
T01649,N0049,Meghalaya,North Garo Hills,N0066,Mizoram,Aizawl,Inter-state,Essential Goods,Heavy Truck,2026-05-28T03:30:00Z
T01650,N0024,Assam,Nagaon,N0063,Mizoram,Serchhip,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-11-07T04:45:00Z
T01651,N0058,Meghalaya,East Khasi Hills,N0102,Sikkim,Gyalshing,Inter-state,Construction Material,Heavy Truck,2026-08-25T04:45:00Z
T01652,N0014,Arunachal Pradesh,Longding,N0098,Sikkim,Namchi,Inter-state,Medicine,Heavy Truck,2026-08-20T06:00:00Z
T01653,N0035,Manipur,Ukhrul,N0108,Tripura,Unakoti,Inter-state,Essential Goods,Heavy Truck,2026-05-10T09:00:00Z
T01654,N0054,Meghalaya,Ri-Bhoi,N0098,Sikkim,Namchi,Inter-state,Food Supplies,Medium Goods Vehicle,2026-05-18T13:45:00Z
T01655,N0006,Arunachal Pradesh,East Kameng,N0028,Assam,Lakhimpur,Inter-state,Essential Goods,Medium Goods Vehicle,2026-08-05T17:15:00Z
T01656,N0006,Arunachal Pradesh,East Kameng,N0007,Arunachal Pradesh,West Kameng,Within-state,Essential Goods,Heavy Truck,2026-01-25T19:45:00Z
T01657,N0025,Assam,Tinsukia,N0073,Mizoram,Champhai,Inter-state,Medicine,Heavy Truck,2026-10-13T23:15:00Z
T01658,N0071,Mizoram,Champhai,N0042,Manipur,Jiribam,Inter-state,Medicine,Truck,2026-04-07T17:45:00Z
T01659,N0044,Manipur,Ukhrul,N0011,Arunachal Pradesh,Namsai,Inter-state,Construction Material,Truck,2026-09-21T14:00:00Z
T01660,N0114,Tripura,Sepahijala,N0088,Nagaland,Longleng,Inter-state,Medicine,Truck,2026-11-15T18:00:00Z
T01661,N0011,Arunachal Pradesh,Namsai,N0105,Sikkim,Mangan,Inter-state,Medicine,Medium Goods Vehicle,2026-06-15T09:15:00Z
T01662,N0071,Mizoram,Champhai,N0077,Nagaland,Zunheboto,Inter-state,Medicine,Medium Goods Vehicle,2026-05-04T16:15:00Z
T01663,N0105,Sikkim,Mangan,N0109,Tripura,South Tripura,Inter-state,Medicine,Medium Goods Vehicle,2026-07-20T04:15:00Z
T01664,N0016,Assam,Darrang,N0049,Meghalaya,North Garo Hills,Inter-state,Construction Material,Truck,2026-11-15T00:15:00Z
T01665,N0052,Meghalaya,East Garo Hills,N0115,Tripura,West Tripura,Inter-state,Agricultural Produce,Truck,2026-04-15T01:30:00Z
T01666,N0090,Nagaland,Chumoukedima,N0014,Arunachal Pradesh,Longding,Inter-state,Construction Material,Heavy Truck,2026-11-09T04:45:00Z
T01667,N0031,Manipur,Noney,N0070,Mizoram,Hnahthial,Inter-state,Food Supplies,Truck,2026-08-21T13:30:00Z
T01668,N0016,Assam,Darrang,N0090,Nagaland,Chumoukedima,Inter-state,Construction Material,Heavy Truck,2026-12-10T21:00:00Z
T01669,N0109,Tripura,South Tripura,N0083,Nagaland,Dimapur,Inter-state,Medicine,Heavy Truck,2026-09-23T01:15:00Z
T01670,N0058,Meghalaya,East Khasi Hills,N0100,Sikkim,Gyalshing,Inter-state,Food Supplies,Medium Goods Vehicle,2026-02-20T19:45:00Z
T01671,N0044,Manipur,Ukhrul,N0066,Mizoram,Aizawl,Inter-state,Food Supplies,Heavy Truck,2026-08-26T17:30:00Z
T01672,N0061,Mizoram,Saitual,N0079,Nagaland,Peren,Inter-state,Construction Material,Medium Goods Vehicle,2026-11-01T21:45:00Z
T01673,N0068,Mizoram,Aizawl,N0021,Assam,Golaghat,Inter-state,Agricultural Produce,Truck,2026-02-27T05:15:00Z
T01674,N0051,Meghalaya,East Garo Hills,N0030,Assam,Dibrugarh,Inter-state,Food Supplies,Heavy Truck,2026-07-24T22:45:00Z
T01675,N0035,Manipur,Ukhrul,N0104,Sikkim,Mangan,Inter-state,Food Supplies,Medium Goods Vehicle,2026-01-12T08:45:00Z
T01676,N0048,Meghalaya,West Garo Hills,N0095,Sikkim,Gyalshing,Inter-state,Food Supplies,Truck,2026-07-22T15:45:00Z
T01677,N0084,Nagaland,Chumoukedima,N0018,Assam,Darrang,Inter-state,Agricultural Produce,Truck,2026-12-15T10:30:00Z
T01678,N0019,Assam,Dhemaji,N0105,Sikkim,Mangan,Inter-state,Agricultural Produce,Truck,2026-08-11T21:45:00Z
T01679,N0110,Tripura,Dhalai,N0093,Sikkim,Gangtok,Inter-state,Agricultural Produce,Heavy Truck,2026-06-21T16:15:00Z
T01680,N0056,Meghalaya,East Garo Hills,N0097,Sikkim,Mangan,Inter-state,Essential Goods,Heavy Truck,2026-10-03T23:15:00Z
T01681,N0041,Manipur,Imphal East,N0101,Sikkim,Namchi,Inter-state,Medicine,Medium Goods Vehicle,2026-08-05T16:45:00Z
T01682,N0091,Sikkim,Gangtok,N0090,Nagaland,Chumoukedima,Inter-state,Essential Goods,Medium Goods Vehicle,2026-07-20T01:45:00Z
T01683,N0071,Mizoram,Champhai,N0006,Arunachal Pradesh,East Kameng,Inter-state,Essential Goods,Medium Goods Vehicle,2026-11-15T21:15:00Z
T01684,N0045,Manipur,Senapati,N0063,Mizoram,Serchhip,Inter-state,Essential Goods,Medium Goods Vehicle,2026-12-08T21:15:00Z
T01685,N0015,Arunachal Pradesh,Tirap,N0003,Arunachal Pradesh,Tawang,Within-state,Medicine,Truck,2026-08-11T15:45:00Z
T01686,N0094,Sikkim,Gangtok,N0040,Manipur,Noney,Inter-state,Food Supplies,Heavy Truck,2026-05-10T05:15:00Z
T01687,N0101,Sikkim,Namchi,N0016,Assam,Darrang,Inter-state,Food Supplies,Truck,2026-06-25T15:45:00Z
T01688,N0027,Assam,Tinsukia,N0044,Manipur,Ukhrul,Inter-state,Medicine,Medium Goods Vehicle,2026-09-23T03:45:00Z
T01689,N0010,Arunachal Pradesh,East Kameng,N0076,Nagaland,Kohima,Inter-state,Essential Goods,Heavy Truck,2026-07-28T03:45:00Z
T01690,N0009,Arunachal Pradesh,Namsai,N0084,Nagaland,Chumoukedima,Inter-state,Essential Goods,Truck,2026-01-20T07:15:00Z
T01691,N0056,Meghalaya,East Garo Hills,N0115,Tripura,West Tripura,Inter-state,Food Supplies,Truck,2026-11-23T23:00:00Z
T01692,N0081,Nagaland,Chumoukedima,N0073,Mizoram,Champhai,Inter-state,Medicine,Heavy Truck,2026-02-28T15:30:00Z
T01693,N0011,Arunachal Pradesh,Namsai,N0083,Nagaland,Dimapur,Inter-state,Construction Material,Heavy Truck,2026-01-15T07:30:00Z
T01694,N0070,Mizoram,Hnahthial,N0020,Assam,Dhubri,Inter-state,Agricultural Produce,Heavy Truck,2026-01-13T20:15:00Z
T01695,N0058,Meghalaya,East Khasi Hills,N0054,Meghalaya,Ri-Bhoi,Within-state,Construction Material,Heavy Truck,2026-07-05T18:15:00Z
T01696,N0061,Mizoram,Saitual,N0090,Nagaland,Chumoukedima,Inter-state,Medicine,Medium Goods Vehicle,2026-12-26T18:30:00Z
T01697,N0003,Arunachal Pradesh,Tawang,N0014,Arunachal Pradesh,Longding,Within-state,Agricultural Produce,Medium Goods Vehicle,2026-08-14T21:15:00Z
T01698,N0111,Tripura,Dhalai,N0094,Sikkim,Gangtok,Inter-state,Food Supplies,Medium Goods Vehicle,2026-07-21T19:30:00Z
T01699,N0102,Sikkim,Gyalshing,N0090,Nagaland,Chumoukedima,Inter-state,Food Supplies,Truck,2026-03-06T12:15:00Z
T01700,N0003,Arunachal Pradesh,Tawang,N0016,Assam,Darrang,Inter-state,Construction Material,Medium Goods Vehicle,2026-05-24T05:00:00Z
T01701,N0011,Arunachal Pradesh,Namsai,N0056,Meghalaya,East Garo Hills,Inter-state,Medicine,Heavy Truck,2026-10-17T14:30:00Z
T01702,N0072,Mizoram,Mamit,N0115,Tripura,West Tripura,Inter-state,Construction Material,Medium Goods Vehicle,2026-03-17T16:15:00Z
T01703,N0010,Arunachal Pradesh,East Kameng,N0012,Arunachal Pradesh,West Siang,Within-state,Essential Goods,Medium Goods Vehicle,2026-06-22T18:15:00Z
T01704,N0039,Manipur,Thoubal,N0086,Nagaland,Wokha,Inter-state,Essential Goods,Medium Goods Vehicle,2026-08-18T19:45:00Z
T01705,N0107,Tripura,West Tripura,N0120,Tripura,Sepahijala,Within-state,Medicine,Heavy Truck,2026-11-21T14:15:00Z
T01706,N0091,Sikkim,Gangtok,N0046,Meghalaya,South Garo Hills,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-10-01T12:00:00Z
T01707,N0031,Manipur,Noney,N0058,Meghalaya,East Khasi Hills,Inter-state,Agricultural Produce,Truck,2026-03-23T03:45:00Z
T01708,N0061,Mizoram,Saitual,N0076,Nagaland,Kohima,Inter-state,Agricultural Produce,Heavy Truck,2026-06-01T06:30:00Z
T01709,N0044,Manipur,Ukhrul,N0011,Arunachal Pradesh,Namsai,Inter-state,Food Supplies,Truck,2026-09-19T02:15:00Z
T01710,N0112,Tripura,Unakoti,N0105,Sikkim,Mangan,Inter-state,Medicine,Truck,2026-01-23T02:00:00Z
T01711,N0115,Tripura,West Tripura,N0042,Manipur,Jiribam,Inter-state,Medicine,Medium Goods Vehicle,2026-09-24T16:00:00Z
T01712,N0001,Arunachal Pradesh,Tawang,N0066,Mizoram,Aizawl,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-01-12T03:00:00Z
T01713,N0022,Assam,Barpeta,N0077,Nagaland,Zunheboto,Inter-state,Agricultural Produce,Heavy Truck,2026-02-15T13:45:00Z
T01714,N0048,Meghalaya,West Garo Hills,N0114,Tripura,Sepahijala,Inter-state,Construction Material,Medium Goods Vehicle,2026-06-27T19:45:00Z
T01715,N0054,Meghalaya,Ri-Bhoi,N0012,Arunachal Pradesh,West Siang,Inter-state,Construction Material,Medium Goods Vehicle,2026-04-12T20:45:00Z
T01716,N0039,Manipur,Thoubal,N0037,Manipur,Tamenglong,Within-state,Essential Goods,Medium Goods Vehicle,2026-02-12T23:45:00Z
T01717,N0076,Nagaland,Kohima,N0056,Meghalaya,East Garo Hills,Inter-state,Construction Material,Truck,2026-09-01T17:30:00Z
T01718,N0052,Meghalaya,East Garo Hills,N0120,Tripura,Sepahijala,Inter-state,Essential Goods,Medium Goods Vehicle,2026-01-22T21:45:00Z
T01719,N0082,Nagaland,Mon,N0001,Arunachal Pradesh,Tawang,Inter-state,Construction Material,Medium Goods Vehicle,2026-09-25T06:00:00Z
T01720,N0050,Meghalaya,East Khasi Hills,N0062,Mizoram,Hnahthial,Inter-state,Medicine,Medium Goods Vehicle,2026-09-21T16:15:00Z
T01721,N0078,Nagaland,Niuland,N0095,Sikkim,Gyalshing,Inter-state,Essential Goods,Truck,2026-02-03T08:45:00Z
T01722,N0106,Tripura,West Tripura,N0052,Meghalaya,East Garo Hills,Inter-state,Medicine,Medium Goods Vehicle,2026-08-03T21:15:00Z
T01723,N0101,Sikkim,Namchi,N0046,Meghalaya,South Garo Hills,Inter-state,Food Supplies,Medium Goods Vehicle,2026-04-04T05:00:00Z
T01724,N0077,Nagaland,Zunheboto,N0030,Assam,Dibrugarh,Inter-state,Essential Goods,Truck,2026-11-26T12:15:00Z
T01725,N0063,Mizoram,Serchhip,N0044,Manipur,Ukhrul,Inter-state,Food Supplies,Truck,2026-12-07T19:30:00Z
T01726,N0046,Meghalaya,South Garo Hills,N0068,Mizoram,Aizawl,Inter-state,Food Supplies,Medium Goods Vehicle,2026-06-04T22:30:00Z
T01727,N0051,Meghalaya,East Garo Hills,N0094,Sikkim,Gangtok,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-02-13T04:30:00Z
T01728,N0032,Manipur,Ukhrul,N0045,Manipur,Senapati,Within-state,Food Supplies,Medium Goods Vehicle,2026-02-15T18:30:00Z
T01729,N0048,Meghalaya,West Garo Hills,N0067,Mizoram,Hnahthial,Inter-state,Essential Goods,Truck,2026-12-11T05:00:00Z
T01730,N0010,Arunachal Pradesh,East Kameng,N0037,Manipur,Tamenglong,Inter-state,Agricultural Produce,Truck,2026-08-11T12:30:00Z
T01731,N0001,Arunachal Pradesh,Tawang,N0097,Sikkim,Mangan,Inter-state,Medicine,Heavy Truck,2026-08-06T02:45:00Z
T01732,N0041,Manipur,Imphal East,N0058,Meghalaya,East Khasi Hills,Inter-state,Essential Goods,Medium Goods Vehicle,2026-07-17T16:45:00Z
T01733,N0106,Tripura,West Tripura,N0051,Meghalaya,East Garo Hills,Inter-state,Agricultural Produce,Truck,2026-01-06T08:30:00Z
T01734,N0033,Manipur,Jiribam,N0044,Manipur,Ukhrul,Within-state,Medicine,Truck,2026-11-19T09:15:00Z
T01735,N0074,Mizoram,Lunglei,N0025,Assam,Tinsukia,Inter-state,Construction Material,Heavy Truck,2026-03-05T04:30:00Z
T01736,N0018,Assam,Darrang,N0031,Manipur,Noney,Inter-state,Food Supplies,Medium Goods Vehicle,2026-10-09T19:00:00Z
T01737,N0049,Meghalaya,North Garo Hills,N0020,Assam,Dhubri,Inter-state,Essential Goods,Truck,2026-11-04T22:45:00Z
T01738,N0104,Sikkim,Mangan,N0033,Manipur,Jiribam,Inter-state,Essential Goods,Medium Goods Vehicle,2026-07-20T10:00:00Z
T01739,N0079,Nagaland,Peren,N0086,Nagaland,Wokha,Within-state,Agricultural Produce,Truck,2026-12-11T22:30:00Z
T01740,N0035,Manipur,Ukhrul,N0042,Manipur,Jiribam,Within-state,Medicine,Medium Goods Vehicle,2026-01-18T16:30:00Z
T01741,N0058,Meghalaya,East Khasi Hills,N0022,Assam,Barpeta,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-11-04T11:30:00Z
T01742,N0096,Sikkim,Pakyong,N0018,Assam,Darrang,Inter-state,Essential Goods,Truck,2026-12-28T12:45:00Z
T01743,N0014,Arunachal Pradesh,Longding,N0060,Meghalaya,East Garo Hills,Inter-state,Medicine,Truck,2026-04-03T16:30:00Z
T01744,N0088,Nagaland,Longleng,N0023,Assam,Kamrup Metropolitan,Inter-state,Construction Material,Medium Goods Vehicle,2026-03-12T21:45:00Z
T01745,N0055,Meghalaya,West Jaintia Hills,N0029,Assam,Barpeta,Inter-state,Essential Goods,Heavy Truck,2026-06-19T07:00:00Z
T01746,N0097,Sikkim,Mangan,N0114,Tripura,Sepahijala,Inter-state,Food Supplies,Truck,2026-03-22T01:45:00Z
T01747,N0032,Manipur,Ukhrul,N0042,Manipur,Jiribam,Within-state,Medicine,Truck,2026-02-17T10:15:00Z
T01748,N0105,Sikkim,Mangan,N0060,Meghalaya,East Garo Hills,Inter-state,Essential Goods,Heavy Truck,2026-12-14T22:45:00Z
T01749,N0075,Mizoram,Serchhip,N0072,Mizoram,Mamit,Within-state,Essential Goods,Heavy Truck,2026-01-16T23:45:00Z
T01750,N0045,Manipur,Senapati,N0059,Meghalaya,West Khasi Hills,Inter-state,Construction Material,Medium Goods Vehicle,2026-02-14T21:45:00Z
T01751,N0083,Nagaland,Dimapur,N0004,Arunachal Pradesh,Upper Subansiri,Inter-state,Medicine,Truck,2026-01-28T20:30:00Z
T01752,N0020,Assam,Dhubri,N0035,Manipur,Ukhrul,Inter-state,Essential Goods,Truck,2026-01-15T16:15:00Z
T01753,N0119,Tripura,West Tripura,N0104,Sikkim,Mangan,Inter-state,Agricultural Produce,Heavy Truck,2026-01-18T02:30:00Z
T01754,N0008,Arunachal Pradesh,Tawang,N0047,Meghalaya,Eastern West Khasi Hills,Inter-state,Food Supplies,Truck,2026-08-07T16:00:00Z
T01755,N0019,Assam,Dhemaji,N0068,Mizoram,Aizawl,Inter-state,Agricultural Produce,Heavy Truck,2026-03-03T20:15:00Z
T01756,N0072,Mizoram,Mamit,N0053,Meghalaya,South West Khasi Hills,Inter-state,Essential Goods,Heavy Truck,2026-06-02T09:15:00Z
T01757,N0077,Nagaland,Zunheboto,N0018,Assam,Darrang,Inter-state,Medicine,Truck,2026-05-13T13:45:00Z
T01758,N0030,Assam,Dibrugarh,N0111,Tripura,Dhalai,Inter-state,Medicine,Medium Goods Vehicle,2026-02-10T19:00:00Z
T01759,N0018,Assam,Darrang,N0061,Mizoram,Saitual,Inter-state,Essential Goods,Truck,2026-12-01T21:30:00Z
T01760,N0087,Nagaland,Kohima,N0086,Nagaland,Wokha,Within-state,Essential Goods,Truck,2026-05-09T02:45:00Z
T01761,N0016,Assam,Darrang,N0072,Mizoram,Mamit,Inter-state,Construction Material,Truck,2026-10-02T22:15:00Z
T01762,N0117,Tripura,Dhalai,N0067,Mizoram,Hnahthial,Inter-state,Construction Material,Medium Goods Vehicle,2026-03-25T10:45:00Z
T01763,N0070,Mizoram,Hnahthial,N0075,Mizoram,Serchhip,Within-state,Agricultural Produce,Heavy Truck,2026-05-24T06:00:00Z
T01764,N0114,Tripura,Sepahijala,N0021,Assam,Golaghat,Inter-state,Agricultural Produce,Heavy Truck,2026-10-05T21:30:00Z
T01765,N0080,Nagaland,Longleng,N0087,Nagaland,Kohima,Within-state,Medicine,Medium Goods Vehicle,2026-06-10T20:15:00Z
T01766,N0066,Mizoram,Aizawl,N0108,Tripura,Unakoti,Inter-state,Food Supplies,Heavy Truck,2026-11-17T18:30:00Z
T01767,N0105,Sikkim,Mangan,N0039,Manipur,Thoubal,Inter-state,Food Supplies,Truck,2026-06-15T13:45:00Z
T01768,N0018,Assam,Darrang,N0078,Nagaland,Niuland,Inter-state,Essential Goods,Medium Goods Vehicle,2026-11-01T09:45:00Z
T01769,N0107,Tripura,West Tripura,N0096,Sikkim,Pakyong,Inter-state,Medicine,Truck,2026-11-05T10:45:00Z
T01770,N0043,Manipur,Noney,N0055,Meghalaya,West Jaintia Hills,Inter-state,Food Supplies,Heavy Truck,2026-11-12T13:00:00Z
T01771,N0009,Arunachal Pradesh,Namsai,N0107,Tripura,West Tripura,Inter-state,Essential Goods,Heavy Truck,2026-12-04T08:45:00Z
T01772,N0051,Meghalaya,East Garo Hills,N0039,Manipur,Thoubal,Inter-state,Food Supplies,Truck,2026-07-02T07:00:00Z
T01773,N0036,Manipur,Ukhrul,N0104,Sikkim,Mangan,Inter-state,Essential Goods,Heavy Truck,2026-06-05T02:45:00Z
T01774,N0081,Nagaland,Chumoukedima,N0022,Assam,Barpeta,Inter-state,Construction Material,Medium Goods Vehicle,2026-06-20T15:45:00Z
T01775,N0096,Sikkim,Pakyong,N0012,Arunachal Pradesh,West Siang,Inter-state,Essential Goods,Truck,2026-03-11T13:00:00Z
T01776,N0008,Arunachal Pradesh,Tawang,N0087,Nagaland,Kohima,Inter-state,Essential Goods,Heavy Truck,2026-01-13T08:45:00Z
T01777,N0043,Manipur,Noney,N0030,Assam,Dibrugarh,Inter-state,Agricultural Produce,Truck,2026-03-15T05:00:00Z
T01778,N0007,Arunachal Pradesh,West Kameng,N0108,Tripura,Unakoti,Inter-state,Food Supplies,Heavy Truck,2026-02-03T22:00:00Z
T01779,N0002,Arunachal Pradesh,Lower Subansiri,N0020,Assam,Dhubri,Inter-state,Food Supplies,Heavy Truck,2026-02-01T01:00:00Z
T01780,N0058,Meghalaya,East Khasi Hills,N0023,Assam,Kamrup Metropolitan,Inter-state,Construction Material,Heavy Truck,2026-01-08T08:45:00Z
T01781,N0064,Mizoram,Hnahthial,N0115,Tripura,West Tripura,Inter-state,Construction Material,Medium Goods Vehicle,2026-10-25T11:15:00Z
T01782,N0086,Nagaland,Wokha,N0018,Assam,Darrang,Inter-state,Food Supplies,Heavy Truck,2026-05-22T09:15:00Z
T01783,N0090,Nagaland,Chumoukedima,N0109,Tripura,South Tripura,Inter-state,Construction Material,Heavy Truck,2026-07-18T19:15:00Z
T01784,N0008,Arunachal Pradesh,Tawang,N0064,Mizoram,Hnahthial,Inter-state,Agricultural Produce,Heavy Truck,2026-01-23T02:30:00Z
T01785,N0099,Sikkim,Mangan,N0076,Nagaland,Kohima,Inter-state,Agricultural Produce,Heavy Truck,2026-03-24T14:45:00Z
T01786,N0037,Manipur,Tamenglong,N0115,Tripura,West Tripura,Inter-state,Construction Material,Truck,2026-01-25T02:00:00Z
T01787,N0017,Assam,Dhubri,N0020,Assam,Dhubri,Within-state,Construction Material,Truck,2026-10-25T07:30:00Z
T01788,N0086,Nagaland,Wokha,N0042,Manipur,Jiribam,Inter-state,Food Supplies,Truck,2026-07-20T18:30:00Z
T01789,N0057,Meghalaya,South West Khasi Hills,N0002,Arunachal Pradesh,Lower Subansiri,Inter-state,Agricultural Produce,Truck,2026-12-24T20:15:00Z
T01790,N0060,Meghalaya,East Garo Hills,N0017,Assam,Dhubri,Inter-state,Food Supplies,Heavy Truck,2026-08-02T14:00:00Z
T01791,N0084,Nagaland,Chumoukedima,N0033,Manipur,Jiribam,Inter-state,Food Supplies,Medium Goods Vehicle,2026-06-15T06:15:00Z
T01792,N0095,Sikkim,Gyalshing,N0051,Meghalaya,East Garo Hills,Inter-state,Construction Material,Medium Goods Vehicle,2026-09-05T21:30:00Z
T01793,N0002,Arunachal Pradesh,Lower Subansiri,N0006,Arunachal Pradesh,East Kameng,Within-state,Agricultural Produce,Truck,2026-08-02T23:30:00Z
T01794,N0088,Nagaland,Longleng,N0079,Nagaland,Peren,Within-state,Agricultural Produce,Heavy Truck,2026-07-22T04:00:00Z
T01795,N0007,Arunachal Pradesh,West Kameng,N0005,Arunachal Pradesh,Upper Subansiri,Within-state,Agricultural Produce,Truck,2026-04-27T14:45:00Z
T01796,N0015,Arunachal Pradesh,Tirap,N0008,Arunachal Pradesh,Tawang,Within-state,Medicine,Truck,2026-10-12T10:15:00Z
T01797,N0062,Mizoram,Hnahthial,N0012,Arunachal Pradesh,West Siang,Inter-state,Medicine,Medium Goods Vehicle,2026-09-07T01:00:00Z
T01798,N0063,Mizoram,Serchhip,N0041,Manipur,Imphal East,Inter-state,Food Supplies,Truck,2026-12-24T05:30:00Z
T01799,N0086,Nagaland,Wokha,N0112,Tripura,Unakoti,Inter-state,Essential Goods,Truck,2026-09-09T01:45:00Z
T01800,N0023,Assam,Kamrup Metropolitan,N0086,Nagaland,Wokha,Inter-state,Medicine,Truck,2026-06-01T05:45:00Z
T01801,N0084,Nagaland,Chumoukedima,N0101,Sikkim,Namchi,Inter-state,Essential Goods,Medium Goods Vehicle,2026-06-20T12:15:00Z
T01802,N0088,Nagaland,Longleng,N0003,Arunachal Pradesh,Tawang,Inter-state,Food Supplies,Truck,2026-01-07T16:30:00Z
T01803,N0072,Mizoram,Mamit,N0012,Arunachal Pradesh,West Siang,Inter-state,Agricultural Produce,Heavy Truck,2026-01-21T06:45:00Z
T01804,N0056,Meghalaya,East Garo Hills,N0084,Nagaland,Chumoukedima,Inter-state,Food Supplies,Heavy Truck,2026-12-21T19:45:00Z
T01805,N0001,Arunachal Pradesh,Tawang,N0066,Mizoram,Aizawl,Inter-state,Medicine,Medium Goods Vehicle,2026-03-24T00:45:00Z
T01806,N0079,Nagaland,Peren,N0010,Arunachal Pradesh,East Kameng,Inter-state,Food Supplies,Medium Goods Vehicle,2026-08-25T22:30:00Z
T01807,N0119,Tripura,West Tripura,N0023,Assam,Kamrup Metropolitan,Inter-state,Agricultural Produce,Truck,2026-07-24T01:45:00Z
T01808,N0119,Tripura,West Tripura,N0086,Nagaland,Wokha,Inter-state,Construction Material,Medium Goods Vehicle,2026-04-21T18:45:00Z
